,_id_x,CurTime,GetTime_x,Symbol,TradeTime,Last,Ask,AskSize,Bid,BidSize,Volume,VWAP,Open,High,Low,PreviousClose,PreviousVolume,NetChange,NetChangePct,_id_y,GetTime_y,EarliestTime,LatestTime,Side,Price,TotalSize,BiggestSize,SmallestSize,NumParticipants,TotalOrderCount,Dif
89,647de38a5869ec113f5e6acc,2023-06-05T13:30:50Z,2023-06-05T13:30:49Z,TSLA,2023-06-05T13:30:48Z,219.19,219.19,200.0,219.1,100.0,5377336.0,218.147422966456,217.8,219.28,217.45,213.97,164398372.0,5.22,0.0244,647de38a5869ec113f5e6b3a,2023-06-05T13:30:50Z,2023-06-05T13:30:49Z,2023-06-05T13:30:49Z,Ask,219.07,-100.0,100.0,100.0,1.0,1.0,0.12000000000000455
109,647de3945869ec113f5e6b9b,2023-06-05T13:31:00Z,2023-06-05T13:30:59Z,TSLA,2023-06-05T13:30:58Z,218.995,219.04,100.0,218.98,100.0,5664148.0,218.238172765133,217.8,219.28,217.45,213.97,164398372.0,5.025,0.0235,647de3945869ec113f5e6c29,2023-06-05T13:30:59Z,2023-06-05T13:30:59Z,2023-06-05T13:30:59Z,Ask,218.91,-151.0,100.0,51.0,2.0,3.0,0.08500000000000796
110,647de3945869ec113f5e6b9b,2023-06-05T13:31:00Z,2023-06-05T13:30:59Z,TSLA,2023-06-05T13:30:58Z,218.995,219.04,100.0,218.98,100.0,5664148.0,218.238172765133,217.8,219.28,217.45,213.97,164398372.0,5.025,0.0235,647de3945869ec113f5e6c30,2023-06-05T13:30:59Z,2023-06-05T13:30:59Z,2023-06-05T13:30:59Z,Ask,218.94,-300.0,300.0,300.0,1.0,1.0,0.05500000000000682
111,647de3945869ec113f5e6b9b,2023-06-05T13:31:00Z,2023-06-05T13:30:59Z,TSLA,2023-06-05T13:30:58Z,218.995,219.04,100.0,218.98,100.0,5664148.0,218.238172765133,217.8,219.28,217.45,213.97,164398372.0,5.025,0.0235,647de3945869ec113f5e6c3a,2023-06-05T13:31:00Z,2023-06-05T13:30:59Z,2023-06-05T13:30:59Z,Ask,218.95,-200.0,200.0,200.0,1.0,1.0,0.045000000000015916
140,647de3a85869ec113f5e6d3f,2023-06-05T13:31:20Z,2023-06-05T13:31:19Z,TSLA,2023-06-05T13:31:19Z,218.315,218.35,100.0,218.28,100.0,6099801.0,218.284405569592,217.8,219.28,217.45,213.97,164398372.0,4.345,0.0203,647de3a85869ec113f5e6d49,2023-06-05T13:31:19Z,2023-06-05T13:31:19Z,2023-06-05T13:31:19Z,Bid,218.39,139.0,100.0,39.0,2.0,2.0,0.07499999999998863
141,647de3a85869ec113f5e6d3f,2023-06-05T13:31:20Z,2023-06-05T13:31:19Z,TSLA,2023-06-05T13:31:19Z,218.315,218.35,100.0,218.28,100.0,6099801.0,218.284405569592,217.8,219.28,217.45,213.97,164398372.0,4.345,0.0203,647de3a85869ec113f5e6d55,2023-06-05T13:31:19Z,2023-06-05T13:31:19Z,2023-06-05T13:31:19Z,Bid,218.34,100.0,100.0,100.0,1.0,1.0,0.025000000000005684
170,647de3b25869ec113f5e6e10,2023-06-05T13:31:30Z,2023-06-05T13:31:29Z,TSLA,2023-06-05T13:31:28Z,219.435,219.46,100.0,219.38,100.0,6411977.0,218.355159829133,217.8,219.49001,217.45,213.97,164398372.0,5.465,0.0255,647de3b25869ec113f5e6e84,2023-06-05T13:31:29Z,2023-06-05T13:31:29Z,2023-06-05T13:31:29Z,Ask,219.35,-411.0,200.0,100.0,3.0,5.0,0.08500000000000796
171,647de3b25869ec113f5e6e10,2023-06-05T13:31:30Z,2023-06-05T13:31:29Z,TSLA,2023-06-05T13:31:28Z,219.435,219.46,100.0,219.38,100.0,6411977.0,218.355159829133,217.8,219.49001,217.45,213.97,164398372.0,5.465,0.0255,647de3b25869ec113f5e6e92,2023-06-05T13:31:30Z,2023-06-05T13:31:29Z,2023-06-05T13:31:29Z,Ask,219.37,-100.0,100.0,100.0,1.0,1.0,0.06499999999999773
172,647de3b25869ec113f5e6e10,2023-06-05T13:31:30Z,2023-06-05T13:31:29Z,TSLA,2023-06-05T13:31:28Z,219.435,219.46,100.0,219.38,100.0,6411977.0,218.355159829133,217.8,219.49001,217.45,213.97,164398372.0,5.465,0.0255,647de3b25869ec113f5e6e99,2023-06-05T13:31:30Z,2023-06-05T13:31:29Z,2023-06-05T13:31:29Z,Ask,219.38,-300.0,300.0,300.0,1.0,1.0,0.05500000000000682
173,647de3b25869ec113f5e6e10,2023-06-05T13:31:30Z,2023-06-05T13:31:29Z,TSLA,2023-06-05T13:31:28Z,219.435,219.46,100.0,219.38,100.0,6411977.0,218.355159829133,217.8,219.49001,217.45,213.97,164398372.0,5.465,0.0255,647de3b25869ec113f5e6ea0,2023-06-05T13:31:30Z,2023-06-05T13:31:29Z,2023-06-05T13:31:29Z,Ask,219.4,-100.0,100.0,100.0,1.0,1.0,0.03499999999999659
180,647de3bc5869ec113f5e6ee0,2023-06-05T13:31:40Z,2023-06-05T13:31:39Z,TSLA,2023-06-05T13:31:38Z,219.39,219.47,4000.0,219.39,200.0,6759959.0,218.462402901731,217.8,219.69,217.45,213.97,164398372.0,5.42,0.0253,647de3bc5869ec113f5e6eea,2023-06-05T13:31:39Z,2023-06-05T13:31:39Z,2023-06-05T13:31:39Z,Bid,219.41,715.0,500.0,100.0,3.0,4.0,0.020000000000010232
206,647de3c65869ec113f5e6fa2,2023-06-05T13:31:50Z,2023-06-05T13:31:49Z,TSLA,2023-06-05T13:31:48Z,219.686,219.73,100.0,219.68,100.0,6946205.0,218.513726098098,217.8,219.75,217.45,213.97,164398372.0,5.716,0.0267,647de3c65869ec113f5e7002,2023-06-05T13:31:49Z,2023-06-05T13:31:49Z,2023-06-05T13:31:49Z,Ask,219.67,-37.0,37.0,37.0,1.0,2.0,0.016000000000019554
248,647de3da5869ec113f5e712c,2023-06-05T13:32:10Z,2023-06-05T13:32:09Z,TSLA,2023-06-05T13:32:08Z,220.3193,220.32,100.0,220.26,300.0,7924093.0,218.783488545193,217.8,220.39999,217.45,213.97,164398372.0,6.3493,0.0297,647de3da5869ec113f5e7193,2023-06-05T13:32:09Z,2023-06-05T13:32:09Z,2023-06-05T13:32:09Z,Ask,220.17,-253.0,100.0,53.0,3.0,4.0,0.14930000000001087
249,647de3da5869ec113f5e712c,2023-06-05T13:32:10Z,2023-06-05T13:32:09Z,TSLA,2023-06-05T13:32:08Z,220.3193,220.32,100.0,220.26,300.0,7924093.0,218.783488545193,217.8,220.39999,217.45,213.97,164398372.0,6.3493,0.0297,647de3da5869ec113f5e719c,2023-06-05T13:32:09Z,2023-06-05T13:32:09Z,2023-06-05T13:32:09Z,Ask,220.25,-100.0,100.0,100.0,1.0,1.0,0.06929999999999836
257,647de3e45869ec113f5e71ea,2023-06-05T13:32:20Z,2023-06-05T13:32:19Z,TSLA,2023-06-05T13:32:18Z,220.521,220.54,100.0,220.5,100.0,8234402.0,218.878369195474,217.8,220.73,217.45,213.97,164398372.0,6.551,0.0306,647de3e45869ec113f5e71f4,2023-06-05T13:32:19Z,2023-06-05T13:32:19Z,2023-06-05T13:32:19Z,Bid,220.55,100.0,100.0,100.0,1.0,1.0,0.029000000000024784
310,647de3f85869ec113f5e738e,2023-06-05T13:32:40Z,2023-06-05T13:32:39Z,TSLA,2023-06-05T13:32:38Z,220.7806,220.82,100.0,220.78,100.0,8740817.0,219.043608414199,217.8,220.98,217.45,213.97,164398372.0,6.8106,0.0318,647de3f85869ec113f5e7405,2023-06-05T13:32:39Z,2023-06-05T13:32:39Z,2023-06-05T13:32:39Z,Ask,220.71,-131.0,100.0,31.0,2.0,3.0,0.07059999999998468
311,647de3f85869ec113f5e738e,2023-06-05T13:32:40Z,2023-06-05T13:32:39Z,TSLA,2023-06-05T13:32:38Z,220.7806,220.82,100.0,220.78,100.0,8740817.0,219.043608414199,217.8,220.98,217.45,213.97,164398372.0,6.8106,0.0318,647de3f85869ec113f5e740d,2023-06-05T13:32:39Z,2023-06-05T13:32:39Z,2023-06-05T13:32:39Z,Ask,220.75,-300.0,300.0,300.0,1.0,1.0,0.030599999999992633
351,647de40c5869ec113f5e751c,2023-06-05T13:33:00Z,2023-06-05T13:32:59Z,TSLA,2023-06-05T13:32:58Z,219.695,219.72,100.0,219.65,100.0,9290208.0,219.145283028038,217.8,220.98,217.45,213.97,164398372.0,5.725,0.0268,647de40c5869ec113f5e7580,2023-06-05T13:32:59Z,2023-06-05T13:32:59Z,2023-06-05T13:32:59Z,Ask,219.68,-79.0,79.0,79.0,1.0,2.0,0.014999999999986358
364,647de4165869ec113f5e75df,2023-06-05T13:33:10Z,2023-06-05T13:33:09Z,TSLA,2023-06-05T13:33:08Z,220.01,220.05,100.0,219.99,100.0,9557920.0,219.167750448656,217.8,220.98,217.45,213.97,164398372.0,6.04,0.0282,647de4165869ec113f5e75e9,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,Bid,220.17,479.0,279.0,200.0,2.0,5.0,0.1599999999999966
365,647de4165869ec113f5e75df,2023-06-05T13:33:10Z,2023-06-05T13:33:09Z,TSLA,2023-06-05T13:33:08Z,220.01,220.05,100.0,219.99,100.0,9557920.0,219.167750448656,217.8,220.98,217.45,213.97,164398372.0,6.04,0.0282,647de4165869ec113f5e75f8,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,Bid,220.16,300.0,300.0,300.0,1.0,1.0,0.15000000000000568
366,647de4165869ec113f5e75df,2023-06-05T13:33:10Z,2023-06-05T13:33:09Z,TSLA,2023-06-05T13:33:08Z,220.01,220.05,100.0,219.99,100.0,9557920.0,219.167750448656,217.8,220.98,217.45,213.97,164398372.0,6.04,0.0282,647de4165869ec113f5e7603,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,Bid,220.07,900.0,900.0,900.0,1.0,1.0,0.060000000000002274
367,647de4165869ec113f5e75df,2023-06-05T13:33:10Z,2023-06-05T13:33:09Z,TSLA,2023-06-05T13:33:08Z,220.01,220.05,100.0,219.99,100.0,9557920.0,219.167750448656,217.8,220.98,217.45,213.97,164398372.0,6.04,0.0282,647de4165869ec113f5e760d,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,Bid,220.05,100.0,100.0,100.0,1.0,1.0,0.040000000000020464
368,647de4165869ec113f5e75df,2023-06-05T13:33:10Z,2023-06-05T13:33:09Z,TSLA,2023-06-05T13:33:08Z,220.01,220.05,100.0,219.99,100.0,9557920.0,219.167750448656,217.8,220.98,217.45,213.97,164398372.0,6.04,0.0282,647de4165869ec113f5e7615,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,2023-06-05T13:33:09Z,Bid,220.04,100.0,100.0,100.0,1.0,1.0,0.030000000000001137
396,647de4205869ec113f5e76a9,2023-06-05T13:33:20Z,2023-06-05T13:33:19Z,TSLA,2023-06-05T13:33:18Z,220.26,220.29,100.0,220.23,100.0,9788615.0,219.208351162214,217.8,220.98,217.45,213.97,164398372.0,6.29,0.0294,647de4205869ec113f5e770f,2023-06-05T13:33:19Z,2023-06-05T13:33:19Z,2023-06-05T13:33:19Z,Ask,220.19,-300.0,100.0,100.0,3.0,3.0,0.06999999999999318
397,647de4205869ec113f5e76a9,2023-06-05T13:33:20Z,2023-06-05T13:33:19Z,TSLA,2023-06-05T13:33:18Z,220.26,220.29,100.0,220.23,100.0,9788615.0,219.208351162214,217.8,220.98,217.45,213.97,164398372.0,6.29,0.0294,647de4205869ec113f5e7718,2023-06-05T13:33:19Z,2023-06-05T13:33:19Z,2023-06-05T13:33:19Z,Ask,220.21,-300.0,300.0,300.0,1.0,1.0,0.04999999999998295
398,647de4205869ec113f5e76a9,2023-06-05T13:33:20Z,2023-06-05T13:33:19Z,TSLA,2023-06-05T13:33:18Z,220.26,220.29,100.0,220.23,100.0,9788615.0,219.208351162214,217.8,220.98,217.45,213.97,164398372.0,6.29,0.0294,647de4205869ec113f5e771d,2023-06-05T13:33:20Z,2023-06-05T13:33:19Z,2023-06-05T13:33:19Z,Ask,220.25,-100.0,100.0,100.0,1.0,1.0,0.009999999999990905
416,647de42a5869ec113f5e7774,2023-06-05T13:33:30Z,2023-06-05T13:33:29Z,TSLA,2023-06-05T13:33:29Z,220.0803,220.15,100.0,220.09,100.0,9956969.0,219.229978181347,217.8,220.98,217.45,213.97,164398372.0,6.1103,0.0286,647de42a5869ec113f5e77eb,2023-06-05T13:33:29Z,2023-06-05T13:33:29Z,2023-06-05T13:33:29Z,Ask,220.06,-30.0,30.0,30.0,1.0,2.0,0.02029999999999177
447,647de43e5869ec113f5e7909,2023-06-05T13:33:50Z,2023-06-05T13:33:49Z,TSLA,2023-06-05T13:33:48Z,220.2657,220.32,500.0,220.26,100.0,10216658.0,219.265295090998,217.8,220.98,217.45,213.97,164398372.0,6.2957,0.0294,647de43e5869ec113f5e7913,2023-06-05T13:33:49Z,2023-06-05T13:33:49Z,2023-06-05T13:33:49Z,Bid,220.28,400.0,100.0,100.0,4.0,4.0,0.014299999999991542
466,647de4485869ec113f5e79d0,2023-06-05T13:34:00Z,2023-06-05T13:33:59Z,TSLA,2023-06-05T13:33:58Z,220.0214,220.07,400.0,220.02,100.0,10351450.0,219.282013001856,217.8,220.98,217.45,213.97,164398372.0,6.0514,0.0283,647de4485869ec113f5e79da,2023-06-05T13:33:59Z,2023-06-05T13:33:59Z,2023-06-05T13:33:59Z,Bid,220.06,529.0,200.0,100.0,4.0,5.0,0.03860000000000241
496,647de4525869ec113f5e7a9f,2023-06-05T13:34:10Z,2023-06-05T13:34:09Z,TSLA,2023-06-05T13:34:09Z,220.48,220.5,100.0,220.42,100.0,10584176.0,219.314931985818,217.8,220.98,217.45,213.97,164398372.0,6.51,0.0304,647de4525869ec113f5e7b04,2023-06-05T13:34:09Z,2023-06-05T13:34:09Z,2023-06-05T13:34:09Z,Ask,220.46,-100.0,100.0,100.0,1.0,1.0,0.01999999999998181
509,647de45c5869ec113f5e7b6a,2023-06-05T13:34:20Z,2023-06-05T13:34:19Z,TSLA,2023-06-05T13:34:18Z,220.4168,220.43,200.0,220.4,200.0,10813871.0,219.355611987609,217.8,220.98,217.45,213.97,164398372.0,6.4468,0.0301,647de45c5869ec113f5e7b74,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,Bid,220.56,300.0,100.0,100.0,3.0,3.0,0.14320000000000732
510,647de45c5869ec113f5e7b6a,2023-06-05T13:34:20Z,2023-06-05T13:34:19Z,TSLA,2023-06-05T13:34:18Z,220.4168,220.43,200.0,220.4,200.0,10813871.0,219.355611987609,217.8,220.98,217.45,213.97,164398372.0,6.4468,0.0301,647de45c5869ec113f5e7b7f,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,Bid,220.53,100.0,100.0,100.0,1.0,1.0,0.11320000000000618
511,647de45c5869ec113f5e7b6a,2023-06-05T13:34:20Z,2023-06-05T13:34:19Z,TSLA,2023-06-05T13:34:18Z,220.4168,220.43,200.0,220.4,200.0,10813871.0,219.355611987609,217.8,220.98,217.45,213.97,164398372.0,6.4468,0.0301,647de45c5869ec113f5e7b89,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,Bid,220.49,100.0,100.0,100.0,1.0,1.0,0.07320000000001414
512,647de45c5869ec113f5e7b6a,2023-06-05T13:34:20Z,2023-06-05T13:34:19Z,TSLA,2023-06-05T13:34:18Z,220.4168,220.43,200.0,220.4,200.0,10813871.0,219.355611987609,217.8,220.98,217.45,213.97,164398372.0,6.4468,0.0301,647de45c5869ec113f5e7b92,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,Bid,220.46,100.0,100.0,100.0,1.0,1.0,0.043200000000013006
513,647de45c5869ec113f5e7b6a,2023-06-05T13:34:20Z,2023-06-05T13:34:19Z,TSLA,2023-06-05T13:34:18Z,220.4168,220.43,200.0,220.4,200.0,10813871.0,219.355611987609,217.8,220.98,217.45,213.97,164398372.0,6.4468,0.0301,647de45c5869ec113f5e7ba3,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,2023-06-05T13:34:19Z,Bid,220.44,100.0,100.0,100.0,1.0,1.0,0.023200000000002774
536,647de4665869ec113f5e7c36,2023-06-05T13:34:30Z,2023-06-05T13:34:29Z,TSLA,2023-06-05T13:34:28Z,220.7879,220.83,200.0,220.75,200.0,11006332.0,219.389445931906,217.8,220.98,217.45,213.97,164398372.0,6.8179,0.0319,647de4665869ec113f5e7ca4,2023-06-05T13:34:29Z,2023-06-05T13:34:29Z,2023-06-05T13:34:29Z,Ask,220.77,-130.0,100.0,30.0,2.0,2.0,0.017899999999997362
559,647de4705869ec113f5e7d03,2023-06-05T13:34:40Z,2023-06-05T13:34:39Z,TSLA,2023-06-05T13:34:38Z,220.7117,220.71,100.0,220.66,200.0,11160835.0,219.4156542825,217.8,220.98,217.45,213.97,164398372.0,6.7417,0.0315,647de4705869ec113f5e7d86,2023-06-05T13:34:39Z,2023-06-05T13:34:39Z,2023-06-05T13:34:39Z,Ask,220.68,-337.0,200.0,37.0,3.0,3.0,0.03170000000000073
560,647de4705869ec113f5e7d03,2023-06-05T13:34:40Z,2023-06-05T13:34:39Z,TSLA,2023-06-05T13:34:38Z,220.7117,220.71,100.0,220.66,200.0,11160835.0,219.4156542825,217.8,220.98,217.45,213.97,164398372.0,6.7417,0.0315,647de4705869ec113f5e7d8e,2023-06-05T13:34:39Z,2023-06-05T13:34:39Z,2023-06-05T13:34:39Z,Ask,220.7,-100.0,100.0,100.0,1.0,1.0,0.011700000000018917
567,647de47a5869ec113f5e7dcb,2023-06-05T13:34:50Z,2023-06-05T13:34:49Z,TSLA,2023-06-05T13:34:48Z,220.625,220.65,100.0,220.6,100.0,11364846.0,219.449492800953,217.8,221.0,217.45,213.97,164398372.0,6.655,0.0311,647de47a5869ec113f5e7dd5,2023-06-05T13:34:49Z,2023-06-05T13:34:49Z,2023-06-05T13:34:49Z,Bid,220.69,283.0,183.0,100.0,2.0,4.0,0.06499999999999773
568,647de47a5869ec113f5e7dcb,2023-06-05T13:34:50Z,2023-06-05T13:34:49Z,TSLA,2023-06-05T13:34:48Z,220.625,220.65,100.0,220.6,100.0,11364846.0,219.449492800953,217.8,221.0,217.45,213.97,164398372.0,6.655,0.0311,647de47a5869ec113f5e7de3,2023-06-05T13:34:49Z,2023-06-05T13:34:49Z,2023-06-05T13:34:49Z,Bid,220.67,300.0,300.0,300.0,1.0,1.0,0.044999999999987494
588,647de4845869ec113f5e7e92,2023-06-05T13:35:00Z,2023-06-05T13:34:59Z,TSLA,2023-06-05T13:34:59Z,220.7735,220.79,200.0,220.77,200.0,11468617.0,219.46516514123,217.8,221.0,217.45,213.97,164398372.0,6.8035,0.0318,647de4845869ec113f5e7e9c,2023-06-05T13:34:59Z,2023-06-05T13:34:59Z,2023-06-05T13:34:59Z,Bid,220.89,300.0,200.0,100.0,2.0,6.0,0.11649999999997362
589,647de4845869ec113f5e7e92,2023-06-05T13:35:00Z,2023-06-05T13:34:59Z,TSLA,2023-06-05T13:34:59Z,220.7735,220.79,200.0,220.77,200.0,11468617.0,219.46516514123,217.8,221.0,217.45,213.97,164398372.0,6.8035,0.0318,647de4845869ec113f5e7ead,2023-06-05T13:34:59Z,2023-06-05T13:34:59Z,2023-06-05T13:34:59Z,Bid,220.87,400.0,400.0,400.0,1.0,1.0,0.09649999999999181
590,647de4845869ec113f5e7e92,2023-06-05T13:35:00Z,2023-06-05T13:34:59Z,TSLA,2023-06-05T13:34:59Z,220.7735,220.79,200.0,220.77,200.0,11468617.0,219.46516514123,217.8,221.0,217.45,213.97,164398372.0,6.8035,0.0318,647de4845869ec113f5e7eb7,2023-06-05T13:34:59Z,2023-06-05T13:34:59Z,2023-06-05T13:34:59Z,Bid,220.82,100.0,100.0,100.0,1.0,1.0,0.046499999999980446
591,647de4845869ec113f5e7e92,2023-06-05T13:35:00Z,2023-06-05T13:34:59Z,TSLA,2023-06-05T13:34:59Z,220.7735,220.79,200.0,220.77,200.0,11468617.0,219.46516514123,217.8,221.0,217.45,213.97,164398372.0,6.8035,0.0318,647de4845869ec113f5e7ec1,2023-06-05T13:34:59Z,2023-06-05T13:34:59Z,2023-06-05T13:34:59Z,Bid,220.81,200.0,100.0,100.0,2.0,2.0,0.03649999999998954
609,647de48e5869ec113f5e7f5f,2023-06-05T13:35:10Z,2023-06-05T13:35:09Z,TSLA,2023-06-05T13:35:08Z,220.93,220.95,100.0,220.87,100.0,11669957.0,219.496057264876,217.8,221.0,217.45,213.97,164398372.0,6.96,0.0325,647de48e5869ec113f5e7f69,2023-06-05T13:35:09Z,2023-06-05T13:35:09Z,2023-06-05T13:35:09Z,Bid,221.05,200.0,100.0,100.0,2.0,2.0,0.12000000000000455
610,647de48e5869ec113f5e7f5f,2023-06-05T13:35:10Z,2023-06-05T13:35:09Z,TSLA,2023-06-05T13:35:08Z,220.93,220.95,100.0,220.87,100.0,11669957.0,219.496057264876,217.8,221.0,217.45,213.97,164398372.0,6.96,0.0325,647de48e5869ec113f5e7f77,2023-06-05T13:35:09Z,2023-06-05T13:35:09Z,2023-06-05T13:35:09Z,Bid,221.0,100.0,100.0,100.0,1.0,1.0,0.06999999999999318
611,647de48e5869ec113f5e7f5f,2023-06-05T13:35:10Z,2023-06-05T13:35:09Z,TSLA,2023-06-05T13:35:08Z,220.93,220.95,100.0,220.87,100.0,11669957.0,219.496057264876,217.8,221.0,217.45,213.97,164398372.0,6.96,0.0325,647de48e5869ec113f5e7f81,2023-06-05T13:35:09Z,2023-06-05T13:35:09Z,2023-06-05T13:35:09Z,Bid,220.99,300.0,300.0,300.0,1.0,1.0,0.060000000000002274
636,647de4985869ec113f5e8031,2023-06-05T13:35:20Z,2023-06-05T13:35:19Z,TSLA,2023-06-05T13:35:19Z,221.28,221.28,400.0,221.24,100.0,12050578.0,219.561934062346,217.8,221.28,217.45,213.97,164398372.0,7.31,0.0342,647de4985869ec113f5e8096,2023-06-05T13:35:19Z,2023-06-05T13:35:19Z,2023-06-05T13:35:19Z,Ask,221.04,-168.0,168.0,168.0,1.0,3.0,0.2400000000000091
637,647de4985869ec113f5e8031,2023-06-05T13:35:20Z,2023-06-05T13:35:19Z,TSLA,2023-06-05T13:35:19Z,221.28,221.28,400.0,221.24,100.0,12050578.0,219.561934062346,217.8,221.28,217.45,213.97,164398372.0,7.31,0.0342,647de4985869ec113f5e809e,2023-06-05T13:35:19Z,2023-06-05T13:35:19Z,2023-06-05T13:35:19Z,Ask,221.08,-300.0,300.0,300.0,1.0,1.0,0.19999999999998863
