Symbol,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
AAPL,177.245,177.25,,,1200,18177132,2023-05-30T14:38:04Z
AAPL,,177.26,600,,1300,18178480,2023-05-30T14:38:05Z
AAPL,177.2442,,500,,1500,18178986,2023-05-30T14:38:06Z
AAPL,177.2472,177.25,400,,1100,18179321,2023-05-30T14:38:07Z
AAPL,177.24,,300,177.23,600,18181098,2023-05-30T14:38:08Z
AAPL,,177.24,100,,,18182753,2023-05-30T14:38:10Z
AAPL,177.2486,177.25,500,177.24,100,18182994,
AAPL,177.24,,200,,300,18183589,2023-05-30T14:38:11Z
AAPL,177.25,177.26,400,177.25,400,18186940,2023-05-30T14:38:12Z
AAPL,177.28,177.27,200,,900,18190800,2023-05-30T14:38:13Z
AAPL,177.2471,177.25,600,177.24,100,18194144,2023-05-30T14:38:15Z
AAPL,177.235,177.24,100,177.23,400,18197688,2023-05-30T14:38:16Z
AAPL,177.2319,,300,,300,18198085,
AAPL,177.2301,,700,,200,18198843,2023-05-30T14:38:18Z
AAPL,177.2026,177.22,500,177.2,500,18204618,2023-05-30T14:38:19Z
AAPL,177.21,177.21,300,,600,18212267,
AAPL,,,500,,,18213311,2023-05-30T14:38:20Z
AAPL,177.225,177.23,300,177.22,100,18214431,2023-05-30T14:38:22Z
AAPL,177.21,177.21,200,177.2,600,18215475,
AAPL,177.205,177.22,400,,,18219444,2023-05-30T14:38:25Z
AAPL,177.22,177.23,200,177.22,500,18219714,2023-05-30T14:38:26Z
AAPL,177.2484,177.26,400,177.24,400,18222776,2023-05-30T14:38:27Z
AAPL,177.25,,100,177.25,600,18223211,2023-05-30T14:38:28Z
AAPL,177.2501,,,,,18223549,2023-05-30T14:38:29Z
AAPL,177.26,177.27,400,177.26,,18232260,2023-05-30T14:38:30Z
AAPL,177.255,177.26,,177.25,100,18232932,2023-05-30T14:38:31Z
AAPL,177.27,177.28,700,177.26,200,18233793,2023-05-30T14:38:32Z
AAPL,177.265,177.27,300,,100,18234277,2023-05-30T14:38:33Z
AAPL,177.27,177.28,700,,300,18235086,2023-05-30T14:38:34Z
AAPL,177.2699,,,,,18235222,2023-05-30T14:38:35Z
AAPL,,,400,177.27,100,18235364,
AAPL,177.29,177.3,800,177.28,,18236305,2023-05-30T14:38:37Z
AAPL,,177.29,400,177.27,600,18237120,2023-05-30T14:38:38Z
AAPL,177.28,177.28,500,,100,18238475,2023-05-30T14:38:39Z
AAPL,177.27,177.27,300,177.26,600,18239962,2023-05-30T14:38:40Z
AAPL,177.275,177.28,100,177.27,300,18245050,2023-05-30T14:38:41Z
AAPL,,,,,200,18246458,2023-05-30T14:38:42Z
AAPL,177.2708,,200,,400,18247591,2023-05-30T14:38:43Z
AAPL,177.275,,100,,500,18247814,2023-05-30T14:38:44Z
AAPL,177.31,177.31,1900,177.29,,18251698,2023-05-30T14:38:45Z
AAPL,,,,177.3,,18253343,2023-05-30T14:38:46Z
AAPL,177.3291,177.33,1000,177.32,1000,18258430,2023-05-30T14:38:47Z
AAPL,177.34,177.34,100,177.33,100,18262991,2023-05-30T14:38:48Z
AAPL,177.33,,1700,177.32,1200,18263400,2023-05-30T14:38:49Z
AAPL,177.34,177.35,600,177.33,500,18266872,2023-05-30T14:38:50Z
AAPL,,,500,177.34,800,18267067,
AAPL,,,,,100,18267283,
AAPL,177.3433,,100,,1900,18268477,2023-05-30T14:38:53Z
AAPL,177.3475,,300,,1300,18270341,2023-05-30T14:38:54Z
AAPL,,,200,,,18270374,
AAPL,177.35,,100,,1400,18270845,2023-05-30T14:38:56Z
AAPL,177.36,177.37,400,177.36,600,18272686,2023-05-30T14:38:57Z
AAPL,177.38,177.39,600,177.37,1400,18273526,2023-05-30T14:38:58Z
AAPL,,177.38,100,,900,18276223,2023-05-30T14:38:59Z
AAPL,177.4,177.4,300,177.39,500,18279695,2023-05-30T14:39:00Z
AAPL,177.41,177.42,100,177.41,100,18282200,2023-05-30T14:39:01Z
AAPL,177.4082,177.41,400,177.39,700,18283083,2023-05-30T14:39:02Z
AAPL,177.4,,100,177.4,100,18283886,2023-05-30T14:39:03Z
AAPL,,,,,,18284190,2023-05-30T14:39:04Z
AAPL,,,200,,300,18289029,2023-05-30T14:39:05Z
AAPL,177.405,,,,400,18290613,2023-05-30T14:39:06Z
AAPL,177.41,177.42,100,177.41,1100,18291816,2023-05-30T14:39:07Z
AAPL,,,,,900,18291918,2023-05-30T14:39:08Z
AAPL,177.42,177.43,400,,1500,18292904,2023-05-30T14:39:09Z
AAPL,177.41,177.41,200,177.4,400,18295498,2023-05-30T14:39:10Z
AAPL,177.4076,,100,,,18296033,2023-05-30T14:39:11Z
AAPL,177.409,,,,500,18296328,
AAPL,177.4087,,,,600,18299872,2023-05-30T14:39:13Z
AAPL,177.42,177.44,400,177.42,300,18300610,2023-05-30T14:39:14Z
AAPL,177.425,177.43,100,,1400,18301699,2023-05-30T14:39:15Z
AAPL,177.44,177.45,500,177.44,100,18303629,2023-05-30T14:39:16Z
AAPL,,177.44,400,177.42,1700,18305750,2023-05-30T14:39:17Z
AAPL,,177.45,600,177.43,700,18307254,2023-05-30T14:39:18Z
