High,Low,Open,Close,TimeStamp,TotalVolume,DownTicks,DownVolume,OpenInterest,IsRealtime,IsEndOfHistory,TotalTicks,UnchangedTicks,UnchangedVolume,UpTicks,UpVolume,Epoch,BarStatus
12.23,12.23,12.23,12.23,2016-12-06T17:54:00Z,6000,2,3000,0,False,False,4,0,0,2,3000,1481046840000,Closed
12.24,12.23,12.23,12.23,2016-12-06T17:55:00Z,166650,16,39150,0,False,False,28,0,0,12,127500,1481046900000,Closed
12.23,12.23,12.23,12.23,2016-12-06T17:56:00Z,28650,2,13500,0,False,False,11,0,0,9,15150,1481046960000,Closed
12.23,12.23,12.23,12.23,2016-12-06T17:57:00Z,10500,0,0,0,False,False,7,0,0,7,10500,1481047020000,Closed
12.23,12.23,12.23,12.23,2016-12-06T17:58:00Z,123375,7,12375,0,False,False,11,0,0,4,111000,1481047080000,Closed
12.23,12.22,12.23,12.23,2016-12-06T17:59:00Z,76530,16,33030,0,False,False,22,0,0,6,43500,1481047140000,Closed
12.23,12.22,12.23,12.23,2016-12-06T18:00:00Z,99195,13,36915,0,False,False,34,0,0,21,62280,1481047200000,Closed
12.24,12.23,12.24,12.23,2016-12-06T18:01:00Z,178560,18,91500,0,False,False,31,0,0,13,87060,1481047260000,Closed
12.24,12.23,12.23,12.23,2016-12-06T18:02:00Z,73500,12,18000,0,False,False,28,0,0,16,55500,1481047320000,Closed
12.24,12.23,12.23,12.23,2016-12-06T18:03:00Z,72975,15,25710,0,False,False,40,0,0,25,47265,1481047380000,Closed
12.24,12.23,12.23,12.23,2016-12-06T18:04:00Z,21705,5,9705,0,False,False,13,0,0,8,12000,1481047440000,Closed
12.24,12.23,12.24,12.24,2016-12-06T18:05:00Z,16500,4,7500,0,False,False,8,0,0,4,9000,1481047500000,Closed
12.25,12.23,12.24,12.25,2016-12-06T18:06:00Z,40500,4,6000,0,False,False,26,0,0,22,34500,1481047560000,Closed
12.25,12.24,12.25,12.24,2016-12-06T18:07:00Z,45000,19,37500,0,False,False,23,0,0,4,7500,1481047620000,Closed
12.25,12.24,12.24,12.25,2016-12-06T18:08:00Z,25500,4,6000,0,False,False,9,0,0,5,19500,1481047680000,Closed
12.25,12.23,12.25,12.24,2016-12-06T18:09:00Z,76500,21,48000,0,False,False,28,0,0,7,28500,1481047740000,Closed
12.24,12.24,12.24,12.24,2016-12-06T18:10:00Z,1650,0,0,0,False,False,1,0,0,1,1650,1481047800000,Closed
12.24,12.22,12.24,12.22,2016-12-06T18:11:00Z,191985,25,110985,0,False,False,32,0,0,7,81000,1481047860000,Closed
12.24,12.23,12.23,12.24,2016-12-06T18:12:00Z,96600,17,38100,0,False,False,34,0,0,17,58500,1481047920000,Closed
12.24,12.23,12.24,12.24,2016-12-06T18:13:00Z,108015,38,65190,0,False,False,60,0,0,22,42825,1481047980000,Closed
12.24,12.23,12.23,12.23,2016-12-06T18:14:00Z,34530,11,24000,0,False,False,17,0,0,6,10530,1481048040000,Closed
12.23,12.23,12.23,12.23,2016-12-06T18:15:00Z,17250,5,8250,0,False,False,11,0,0,6,9000,1481048100000,Closed
12.23,12.23,12.23,12.23,2016-12-06T18:16:00Z,21000,4,6000,0,False,False,5,0,0,1,15000,1481048160000,Closed
12.23,12.23,12.23,12.23,2016-12-06T18:17:00Z,3000,1,1500,0,False,False,2,0,0,1,1500,1481048220000,Closed
12.23,12.22,12.23,12.23,2016-12-06T18:18:00Z,72300,17,31800,0,False,False,40,0,0,23,40500,1481048280000,Closed
12.24,12.23,12.23,12.23,2016-12-06T18:19:00Z,204000,30,76500,0,False,False,60,0,0,30,127500,1481048340000,Closed
12.23,12.22,12.22,12.23,2016-12-06T18:20:00Z,72405,6,60000,0,False,False,12,0,0,6,12405,1481048400000,Closed
12.23,12.2,12.23,12.21,2016-12-06T18:21:00Z,270165,46,190920,0,False,False,61,0,0,15,79245,1481048460000,Closed
12.21,12.21,12.21,12.21,2016-12-06T18:22:00Z,51930,5,7500,0,False,False,10,0,0,5,44430,1481048520000,Closed
12.21,12.21,12.21,12.21,2016-12-06T18:23:00Z,36000,6,16500,0,False,False,17,0,0,11,19500,1481048580000,Closed
12.21,12.2,12.21,12.2,2016-12-06T18:24:00Z,196650,56,154650,0,False,False,67,0,0,11,42000,1481048640000,Closed
12.21,12.2,12.2,12.2,2016-12-06T18:25:00Z,89220,16,32220,0,False,False,32,0,0,16,57000,1481048700000,Closed
12.21,12.19,12.2,12.19,2016-12-06T18:26:00Z,84285,18,49785,0,False,False,23,0,0,5,34500,1481048760000,Closed
12.2,12.19,12.19,12.19,2016-12-06T18:27:00Z,93075,11,64875,0,False,False,24,0,0,13,28200,1481048820000,Closed
12.2,12.19,12.2,12.2,2016-12-06T18:28:00Z,84285,8,16500,0,False,False,25,0,0,17,67785,1481048880000,Closed
12.2,12.19,12.2,12.2,2016-12-06T18:29:00Z,101715,15,25500,0,False,False,41,0,0,26,76215,1481048940000,Closed
12.21,12.2,12.2,12.21,2016-12-06T18:30:00Z,112860,17,42750,0,False,False,40,0,0,23,70110,1481049000000,Closed
12.21,12.2,12.21,12.21,2016-12-06T18:31:00Z,37500,21,31500,0,False,False,25,0,0,4,6000,1481049060000,Closed
12.21,12.19,12.2,12.19,2016-12-06T18:32:00Z,75360,23,54360,0,False,False,28,0,0,5,21000,1481049120000,Closed
12.22,12.2,12.2,12.2,2016-12-06T18:33:00Z,106500,20,37500,0,False,False,65,0,0,45,69000,1481049180000,Closed
12.22,12.19,12.22,12.2,2016-12-06T18:34:00Z,192420,48,85650,0,False,False,95,0,0,47,106770,1481049240000,Closed
12.2,12.19,12.19,12.19,2016-12-06T18:35:00Z,145080,26,83550,0,False,False,50,0,0,24,61530,1481049300000,Closed
12.19,12.18,12.19,12.19,2016-12-06T18:36:00Z,179070,30,105135,0,False,False,46,0,0,16,73935,1481049360000,Closed
12.19,12.18,12.19,12.18,2016-12-06T18:37:00Z,25020,10,19770,0,False,False,12,0,0,2,5250,1481049420000,Closed
12.19,12.18,12.18,12.18,2016-12-06T18:38:00Z,103845,33,67560,0,False,False,52,0,0,19,36285,1481049480000,Closed
12.19,12.18,12.18,12.19,2016-12-06T18:39:00Z,177420,20,94710,0,False,False,48,0,0,28,82710,1481049540000,Closed
12.2,12.19,12.19,12.2,2016-12-06T18:40:00Z,10500,1,1500,0,False,False,7,0,0,6,9000,1481049600000,Closed
12.21,12.19,12.21,12.19,2016-12-06T18:41:00Z,39000,9,36000,0,False,False,11,0,0,2,3000,1481049660000,Closed
12.2,12.19,12.2,12.2,2016-12-06T18:42:00Z,69975,15,49350,0,False,False,23,0,0,8,20625,1481049720000,Closed
12.2,12.2,12.2,12.2,2016-12-06T18:43:00Z,31500,10,18000,0,False,False,19,0,0,9,13500,1481049780000,Closed
12.23,12.2,12.2,12.22,2016-12-06T18:44:00Z,153000,23,55500,0,False,False,65,0,0,42,97500,1481049840000,Closed
12.23,12.21,12.23,12.23,2016-12-06T18:45:00Z,103500,13,54000,0,False,False,25,0,0,12,49500,1481049900000,Closed
12.24,12.23,12.23,12.24,2016-12-06T18:46:00Z,127035,16,70770,0,False,False,38,0,0,22,56265,1481049960000,Closed
12.24,12.23,12.24,12.24,2016-12-06T18:47:00Z,79215,10,45660,0,False,False,22,0,0,12,33555,1481050020000,Closed
12.25,12.24,12.24,12.24,2016-12-06T18:48:00Z,70050,10,38475,0,False,False,22,0,0,12,31575,1481050080000,Closed
12.27,12.24,12.25,12.27,2016-12-06T18:49:00Z,271575,25,98295,0,False,False,89,0,0,64,173280,1481050140000,Closed
12.27,12.26,12.27,12.26,2016-12-06T18:50:00Z,103290,13,33870,0,False,False,27,0,0,14,69420,1481050200000,Closed
12.27,12.26,12.26,12.26,2016-12-06T18:51:00Z,84000,11,30000,0,False,False,28,0,0,17,54000,1481050260000,Closed
12.27,12.26,12.27,12.26,2016-12-06T18:52:00Z,46665,18,34665,0,False,False,26,0,0,8,12000,1481050320000,Closed
12.26,12.25,12.26,12.26,2016-12-06T18:53:00Z,92220,20,44220,0,False,False,38,0,0,18,48000,1481050380000,Closed
12.27,12.26,12.26,12.26,2016-12-06T18:54:00Z,115620,19,51120,0,False,False,37,0,0,18,64500,1481050440000,Closed
12.28,12.26,12.27,12.28,2016-12-06T18:55:00Z,163005,17,56145,0,False,False,53,0,0,36,106860,1481050500000,Closed
12.28,12.27,12.28,12.28,2016-12-06T18:56:00Z,190500,18,70500,0,False,False,38,0,0,20,120000,1481050560000,Closed
12.3,12.28,12.28,12.29,2016-12-06T18:57:00Z,305160,37,119520,0,False,False,91,0,0,54,185640,1481050620000,Closed
12.3,12.29,12.29,12.3,2016-12-06T18:58:00Z,27255,5,10500,0,False,False,8,0,0,3,16755,1481050680000,Closed
12.29,12.28,12.29,12.28,2016-12-06T18:59:00Z,143610,37,95160,0,False,False,57,0,0,20,48450,1481050740000,Closed
12.29,12.28,12.28,12.28,2016-12-06T19:00:00Z,16500,5,10500,0,False,False,9,0,0,4,6000,1481050800000,Closed
12.29,12.27,12.29,12.28,2016-12-06T19:01:00Z,188400,52,102375,0,False,False,77,0,0,25,86025,1481050860000,Closed
12.28,12.27,12.27,12.27,2016-12-06T19:02:00Z,54000,6,42000,0,False,False,14,0,0,8,12000,1481050920000,Closed
12.29,12.28,12.28,12.28,2016-12-06T19:03:00Z,91065,16,57000,0,False,False,37,0,0,21,34065,1481050980000,Closed
12.28,12.27,12.28,12.27,2016-12-06T19:04:00Z,49500,14,30720,0,False,False,22,0,0,8,18780,1481051040000,Closed
12.28,12.27,12.27,12.28,2016-12-06T19:05:00Z,84000,4,72000,0,False,False,9,0,0,5,12000,1481051100000,Closed
12.29,12.28,12.28,12.28,2016-12-06T19:06:00Z,48060,7,10635,0,False,False,19,0,0,12,37425,1481051160000,Closed
12.3,12.29,12.29,12.29,2016-12-06T19:07:00Z,93000,13,40500,0,False,False,30,0,0,17,52500,1481051220000,Closed
12.29,12.29,12.29,12.29,2016-12-06T19:08:00Z,3750,2,3750,0,False,False,2,0,0,0,0,1481051280000,Closed
12.31,12.3,12.3,12.3,2016-12-06T19:09:00Z,201900,17,39510,0,False,False,49,0,0,32,162390,1481051340000,Closed
12.31,12.3,12.3,12.31,2016-12-06T19:10:00Z,38145,5,23145,0,False,False,11,0,0,6,15000,1481051400000,Closed
12.31,12.3,12.31,12.3,2016-12-06T19:11:00Z,50250,16,41250,0,False,False,22,0,0,6,9000,1481051460000,Closed
12.31,12.3,12.3,12.31,2016-12-06T19:12:00Z,100890,18,40500,0,False,False,52,0,0,34,60390,1481051520000,Closed
12.31,12.3,12.31,12.31,2016-12-06T19:13:00Z,21000,1,9000,0,False,False,5,0,0,4,12000,1481051580000,Closed
12.31,12.31,12.31,12.31,2016-12-06T19:14:00Z,19620,2,4500,0,False,False,11,0,0,9,15120,1481051640000,Closed
12.31,12.31,12.31,12.31,2016-12-06T19:15:00Z,24000,15,24000,0,False,False,15,0,0,0,0,1481051700000,Closed
12.31,12.31,12.31,12.31,2016-12-06T19:16:00Z,46500,4,10500,0,False,False,18,0,0,14,36000,1481051760000,Closed
12.32,12.31,12.32,12.31,2016-12-06T19:17:00Z,29055,4,21000,0,False,False,9,0,0,5,8055,1481051820000,Closed
12.32,12.31,12.31,12.31,2016-12-06T19:18:00Z,99000,13,64500,0,False,False,22,0,0,9,34500,1481051880000,Closed
12.31,12.29,12.31,12.29,2016-12-06T19:19:00Z,104745,25,69495,0,False,False,46,0,0,21,35250,1481051940000,Closed
12.29,12.28,12.29,12.28,2016-12-06T19:20:00Z,38940,12,28440,0,False,False,19,0,0,7,10500,1481052000000,Closed
12.28,12.28,12.28,12.28,2016-12-06T19:21:00Z,21270,8,21270,0,False,False,8,0,0,0,0,1481052060000,Closed
12.28,12.28,12.28,12.28,2016-12-06T19:22:00Z,122955,9,69000,0,False,False,19,0,0,10,53955,1481052120000,Closed
12.29,12.28,12.28,12.28,2016-12-06T19:23:00Z,31050,3,9750,0,False,False,8,0,0,5,21300,1481052180000,Closed
12.29,12.28,12.28,12.29,2016-12-06T19:24:00Z,29280,5,15000,0,False,False,11,0,0,6,14280,1481052240000,Closed
12.3,12.29,12.29,12.3,2016-12-06T19:25:00Z,34500,6,25500,0,False,False,12,0,0,6,9000,1481052300000,Closed
12.3,12.29,12.3,12.29,2016-12-06T19:26:00Z,23730,3,18750,0,False,False,5,0,0,2,4980,1481052360000,Closed
12.3,12.3,12.3,12.3,2016-12-06T19:27:00Z,34260,2,7500,0,False,False,7,0,0,5,26760,1481052420000,Closed
12.3,12.29,12.3,12.3,2016-12-06T19:28:00Z,48750,18,36000,0,False,False,23,0,0,5,12750,1481052480000,Closed
12.3,12.29,12.29,12.3,2016-12-06T19:29:00Z,47250,8,22500,0,False,False,13,0,0,5,24750,1481052540000,Closed
12.3,12.3,12.3,12.3,2016-12-06T19:31:00Z,7500,2,3000,0,False,False,5,0,0,3,4500,1481052660000,Closed
12.31,12.3,12.3,12.31,2016-12-06T19:32:00Z,55320,4,8250,0,False,False,13,0,0,9,47070,1481052720000,Closed
12.31,12.31,12.31,12.31,2016-12-06T19:33:00Z,39210,12,24210,0,False,False,15,0,0,3,15000,1481052780000,Closed
12.31,12.31,12.31,12.31,2016-12-06T19:34:00Z,15885,2,7335,0,False,False,4,0,0,2,8550,1481052840000,Closed
12.32,12.31,12.31,12.32,2016-12-06T19:35:00Z,134460,14,28755,0,False,False,36,0,0,22,105705,1481052900000,Closed
12.32,12.31,12.31,12.32,2016-12-06T19:36:00Z,120405,10,58305,0,False,False,21,0,0,11,62100,1481052960000,Closed
12.32,12.32,12.32,12.32,2016-12-06T19:37:00Z,59130,12,32790,0,False,False,20,0,0,8,26340,1481053020000,Closed
12.33,12.32,12.32,12.32,2016-12-06T19:38:00Z,72000,16,27000,0,False,False,36,0,0,20,45000,1481053080000,Closed
12.32,12.31,12.32,12.32,2016-12-06T19:39:00Z,49485,13,30750,0,False,False,23,0,0,10,18735,1481053140000,Closed
12.32,12.32,12.32,12.32,2016-12-06T19:40:00Z,9000,1,4500,0,False,False,4,0,0,3,4500,1481053200000,Closed
12.32,12.32,12.32,12.32,2016-12-06T19:41:00Z,9000,4,9000,0,False,False,4,0,0,0,0,1481053260000,Closed
12.32,12.31,12.32,12.32,2016-12-06T19:42:00Z,48000,10,28500,0,False,False,16,0,0,6,19500,1481053320000,Closed
12.33,12.32,12.32,12.33,2016-12-06T19:43:00Z,17025,3,4500,0,False,False,10,0,0,7,12525,1481053380000,Closed
12.32,12.32,12.32,12.32,2016-12-06T19:44:00Z,13320,5,13320,0,False,False,5,0,0,0,0,1481053440000,Closed
12.32,12.32,12.32,12.32,2016-12-06T19:45:00Z,15435,3,6330,0,False,False,8,0,0,5,9105,1481053500000,Closed
12.33,12.32,12.32,12.32,2016-12-06T19:46:00Z,12750,4,8250,0,False,False,7,0,0,3,4500,1481053560000,Closed
12.33,12.32,12.32,12.32,2016-12-06T19:47:00Z,73875,24,52875,0,False,False,29,0,0,5,21000,1481053620000,Closed
12.32,12.31,12.32,12.32,2016-12-06T19:48:00Z,34500,7,16500,0,False,False,16,0,0,9,18000,1481053680000,Closed
12.32,12.32,12.32,12.32,2016-12-06T19:49:00Z,24195,7,12075,0,False,False,15,0,0,8,12120,1481053740000,Closed
12.33,12.32,12.32,12.32,2016-12-06T19:50:00Z,40500,8,27000,0,False,False,17,0,0,9,13500,1481053800000,Closed
12.33,12.33,12.33,12.33,2016-12-06T19:51:00Z,91500,13,33000,0,False,False,33,0,0,20,58500,1481053860000,Closed
12.33,12.33,12.33,12.33,2016-12-06T19:52:00Z,194775,22,34500,0,False,False,71,0,0,49,160275,1481053920000,Closed
12.33,12.33,12.33,12.33,2016-12-06T19:53:00Z,188400,20,57225,0,False,False,50,0,0,30,131175,1481053980000,Closed
12.34,12.33,12.33,12.34,2016-12-06T19:54:00Z,18000,1,1500,0,False,False,12,0,0,11,16500,1481054040000,Closed
12.36,12.34,12.34,12.35,2016-12-06T19:55:00Z,94260,10,35880,0,False,False,25,0,0,15,58380,1481054100000,Closed
12.37,12.35,12.35,12.37,2016-12-06T19:56:00Z,190755,26,73380,0,False,False,57,0,0,31,117375,1481054160000,Closed
12.36,12.35,12.36,12.36,2016-12-06T19:57:00Z,55500,17,43500,0,False,False,24,0,0,7,12000,1481054220000,Closed
12.37,12.36,12.36,12.36,2016-12-06T19:58:00Z,27900,3,6000,0,False,False,13,0,0,10,21900,1481054280000,Closed
12.38,12.36,12.37,12.37,2016-12-06T19:59:00Z,86445,13,43500,0,False,False,31,0,0,18,42945,1481054340000,Closed
12.38,12.37,12.37,12.37,2016-12-06T20:00:00Z,55215,16,27690,0,False,False,29,0,0,13,27525,1481054400000,Closed
12.38,12.37,12.38,12.38,2016-12-06T20:01:00Z,217425,36,90000,0,False,False,79,0,0,43,127425,1481054460000,Closed
12.39,12.38,12.38,12.38,2016-12-06T20:02:00Z,56250,4,30750,0,False,False,14,0,0,10,25500,1481054520000,Closed
12.39,12.38,12.38,12.39,2016-12-06T20:03:00Z,201750,33,89205,0,False,False,70,0,0,37,112545,1481054580000,Closed
12.4,12.39,12.39,12.39,2016-12-06T20:04:00Z,124620,15,51000,0,False,False,40,0,0,25,73620,1481054640000,Closed
12.39,12.37,12.39,12.38,2016-12-06T20:05:00Z,188970,34,80595,0,False,False,52,0,0,18,108375,1481054700000,Closed
12.38,12.37,12.37,12.38,2016-12-06T20:06:00Z,59025,8,25950,0,False,False,21,0,0,13,33075,1481054760000,Closed
12.38,12.36,12.38,12.36,2016-12-06T20:07:00Z,58560,21,45060,0,False,False,29,0,0,8,13500,1481054820000,Closed
12.37,12.36,12.36,12.36,2016-12-06T20:08:00Z,70200,12,50700,0,False,False,24,0,0,12,19500,1481054880000,Closed
12.36,12.35,12.36,12.36,2016-12-06T20:09:00Z,55815,19,31065,0,False,False,32,0,0,13,24750,1481054940000,Closed
12.35,12.34,12.35,12.35,2016-12-06T20:10:00Z,63600,18,37050,0,False,False,31,0,0,13,26550,1481055000000,Closed
12.35,12.35,12.35,12.35,2016-12-06T20:11:00Z,35505,10,20475,0,False,False,19,0,0,9,15030,1481055060000,Closed
12.35,12.35,12.35,12.35,2016-12-06T20:12:00Z,77955,8,69000,0,False,False,12,0,0,4,8955,1481055120000,Closed
12.35,12.35,12.35,12.35,2016-12-06T20:13:00Z,22200,4,6000,0,False,False,10,0,0,6,16200,1481055180000,Closed
12.36,12.35,12.35,12.35,2016-12-06T20:14:00Z,28485,8,12000,0,False,False,16,0,0,8,16485,1481055240000,Closed
12.36,12.35,12.35,12.36,2016-12-06T20:15:00Z,46470,8,17250,0,False,False,22,0,0,14,29220,1481055300000,Closed
12.37,12.35,12.36,12.36,2016-12-06T20:16:00Z,83160,9,72660,0,False,False,16,0,0,7,10500,1481055360000,Closed
12.37,12.36,12.37,12.37,2016-12-06T20:17:00Z,61005,5,7500,0,False,False,22,0,0,17,53505,1481055420000,Closed
12.39,12.37,12.38,12.39,2016-12-06T20:18:00Z,72000,3,40500,0,False,False,11,0,0,8,31500,1481055480000,Closed
12.39,12.37,12.38,12.37,2016-12-06T20:19:00Z,95250,35,71250,0,False,False,49,0,0,14,24000,1481055540000,Closed
12.38,12.37,12.37,12.37,2016-12-06T20:20:00Z,39000,13,22500,0,False,False,24,0,0,11,16500,1481055600000,Closed
12.37,12.36,12.37,12.36,2016-12-06T20:21:00Z,21000,11,18000,0,False,False,13,0,0,2,3000,1481055660000,Closed
12.37,12.36,12.36,12.37,2016-12-06T20:22:00Z,38790,5,10260,0,False,False,24,0,0,19,28530,1481055720000,Closed
12.37,12.37,12.37,12.37,2016-12-06T20:23:00Z,21270,5,7500,0,False,False,14,0,0,9,13770,1481055780000,Closed
12.38,12.37,12.37,12.38,2016-12-06T20:24:00Z,62610,14,24750,0,False,False,35,0,0,21,37860,1481055840000,Closed
12.37,12.36,12.37,12.37,2016-12-06T20:25:00Z,39000,4,6000,0,False,False,10,0,0,6,33000,1481055900000,Closed
12.37,12.36,12.37,12.37,2016-12-06T20:26:00Z,86760,15,24045,0,False,False,30,0,0,15,62715,1481055960000,Closed
12.36,12.36,12.36,12.36,2016-12-06T20:27:00Z,77505,22,61185,0,False,False,32,0,0,10,16320,1481056020000,Closed
12.37,12.36,12.36,12.37,2016-12-06T20:28:00Z,12525,4,6000,0,False,False,8,0,0,4,6525,1481056080000,Closed
12.37,12.36,12.37,12.37,2016-12-06T20:29:00Z,22500,7,10500,0,False,False,15,0,0,8,12000,1481056140000,Closed
12.38,12.36,12.37,12.38,2016-12-06T20:30:00Z,156465,30,80310,0,False,False,68,0,0,38,76155,1481056200000,Closed
12.38,12.37,12.38,12.37,2016-12-06T20:31:00Z,19500,10,16500,0,False,False,12,0,0,2,3000,1481056260000,Closed
12.37,12.36,12.37,12.36,2016-12-06T20:32:00Z,57105,22,39105,0,False,False,34,0,0,12,18000,1481056320000,Closed
12.37,12.36,12.36,12.36,2016-12-06T20:33:00Z,71115,21,47250,0,False,False,35,0,0,14,23865,1481056380000,Closed
12.36,12.36,12.36,12.36,2016-12-06T20:34:00Z,80400,16,48900,0,False,False,36,0,0,20,31500,1481056440000,Closed
12.36,12.36,12.36,12.36,2016-12-06T20:35:00Z,38475,12,27975,0,False,False,19,0,0,7,10500,1481056500000,Closed
12.37,12.36,12.36,12.36,2016-12-06T20:36:00Z,21000,7,10500,0,False,False,14,0,0,7,10500,1481056560000,Closed
12.37,12.36,12.36,12.37,2016-12-06T20:37:00Z,59565,10,15555,0,False,False,28,0,0,18,44010,1481056620000,Closed
12.37,12.36,12.37,12.37,2016-12-06T20:38:00Z,50640,12,28500,0,False,False,25,0,0,13,22140,1481056680000,Closed
12.37,12.36,12.36,12.37,2016-12-06T20:39:00Z,48300,15,27000,0,False,False,25,0,0,10,21300,1481056740000,Closed
12.38,12.36,12.37,12.38,2016-12-06T20:40:00Z,143550,14,56160,0,False,False,50,0,0,36,87390,1481056800000,Closed
12.38,12.38,12.38,12.38,2016-12-06T20:41:00Z,56805,17,31305,0,False,False,34,0,0,17,25500,1481056860000,Closed
12.38,12.38,12.38,12.38,2016-12-06T20:42:00Z,84000,14,51000,0,False,False,33,0,0,19,33000,1481056920000,Closed
12.39,12.38,12.38,12.39,2016-12-06T20:43:00Z,80040,14,37380,0,False,False,38,0,0,24,42660,1481056980000,Closed
12.39,12.38,12.39,12.39,2016-12-06T20:44:00Z,128760,14,94260,0,False,False,30,0,0,16,34500,1481057040000,Closed
12.39,12.39,12.39,12.39,2016-12-06T20:45:00Z,25935,7,12435,0,False,False,16,0,0,9,13500,1481057100000,Closed
12.39,12.38,12.38,12.39,2016-12-06T20:46:00Z,72675,19,44130,0,False,False,37,0,0,18,28545,1481057160000,Closed
12.39,12.38,12.39,12.38,2016-12-06T20:47:00Z,43230,10,19455,0,False,False,23,0,0,13,23775,1481057220000,Closed
12.39,12.38,12.38,12.39,2016-12-06T20:48:00Z,126180,24,81540,0,False,False,52,0,0,28,44640,1481057280000,Closed
12.39,12.38,12.39,12.38,2016-12-06T20:49:00Z,146220,41,74715,0,False,False,65,0,0,24,71505,1481057340000,Closed
12.39,12.38,12.38,12.39,2016-12-06T20:50:00Z,51450,22,36330,0,False,False,31,0,0,9,15120,1481057400000,Closed
12.39,12.38,12.38,12.39,2016-12-06T20:51:00Z,70470,19,35820,0,False,False,39,0,0,20,34650,1481057460000,Closed
12.39,12.38,12.39,12.39,2016-12-06T20:52:00Z,125310,31,48000,0,False,False,77,0,0,46,77310,1481057520000,Closed
12.39,12.39,12.39,12.39,2016-12-06T20:53:00Z,99765,34,58605,0,False,False,58,0,0,24,41160,1481057580000,Closed
12.4,12.39,12.39,12.39,2016-12-06T20:54:00Z,114675,20,30000,0,False,False,54,0,0,34,84675,1481057640000,Closed
12.4,12.39,12.4,12.4,2016-12-06T20:55:00Z,344625,61,102570,0,False,False,142,0,0,81,242055,1481057700000,Closed
12.4,12.39,12.4,12.39,2016-12-06T20:56:00Z,128730,43,66390,0,False,False,70,0,0,27,62340,1481057760000,Closed
12.41,12.39,12.4,12.4,2016-12-06T20:57:00Z,194295,35,82380,0,False,False,101,0,0,66,111915,1481057820000,Closed
12.41,12.4,12.4,12.41,2016-12-06T20:58:00Z,247650,46,79005,0,False,False,105,0,0,59,168645,1481057880000,Closed
12.41,12.39,12.41,12.4,2016-12-06T20:59:00Z,229290,65,155220,0,False,False,108,0,0,43,74070,1481057940000,Closed
12.4,12.38,12.4,12.39,2016-12-06T21:00:00Z,284520,65,186960,0,False,True,123,0,0,58,97560,1481058000000,Open
