Symbol,Open,High,Low,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
AAPL,177.325,179.35001,176.75999,177.4,177.41,500,177.39,200,53882252,2023-05-31T19:55:39Z
AAPL,177.325,179.35001,176.75999,177.46,177.46,500,177.44,800,54010432,2023-05-31T19:55:49Z
AAPL,177.325,179.35001,176.75999,177.42,177.42,700,177.41,200,54200439,2023-05-31T19:55:59Z
AAPL,177.325,179.35001,176.75999,177.375,177.38,4400,177.37,3600,54331577,2023-05-31T19:56:09Z
AAPL,177.325,179.35001,176.75999,177.36,177.36,1100,177.35,1300,54481748,2023-05-31T19:56:18Z
AAPL,177.325,179.35001,176.75999,177.345,177.35,2600,177.34,10000,55279759,2023-05-31T19:56:28Z
AAPL,177.325,179.35001,176.75999,177.35,177.35,600,177.34,800,55369560,2023-05-31T19:56:38Z
AAPL,177.325,179.35001,176.75999,177.305,177.31,2000,177.3,1900,55472781,2023-05-31T19:56:49Z
AAPL,177.325,179.35001,176.75999,177.33,177.34,500,177.33,600,55568362,2023-05-31T19:56:59Z
AAPL,177.325,179.35001,176.75999,177.28,177.28,100,177.27,700,55708982,2023-05-31T19:57:09Z
AAPL,177.325,179.35001,176.75999,177.27,177.28,800,177.27,400,55877415,2023-05-31T19:57:18Z
AAPL,177.325,179.35001,176.75999,177.23,177.24,1200,177.22,700,55999270,2023-05-31T19:57:28Z
AAPL,177.325,179.35001,176.75999,177.36,177.37,100,177.36,9100,56317630,2023-05-31T19:57:39Z
AAPL,177.325,179.35001,176.75999,177.3872,177.39,4000,177.38,2200,56438447,2023-05-31T19:57:49Z
AAPL,177.325,179.35001,176.75999,177.39,177.4,200,177.39,900,56538971,2023-05-31T19:57:59Z
AAPL,177.325,179.35001,176.75999,177.48,177.49,2700,177.48,400,56730568,2023-05-31T19:58:09Z
AAPL,177.325,179.35001,176.75999,177.52,177.52,500,177.5,400,56852748,2023-05-31T19:58:19Z
AAPL,177.325,179.35001,176.75999,177.59,177.6,400,177.59,200,56984497,2023-05-31T19:58:29Z
AAPL,177.325,179.35001,176.75999,177.625,177.63,400,177.62,200,57135259,2023-05-31T19:58:39Z
AAPL,177.325,179.35001,176.75999,177.66,177.67,600,177.66,2500,57282922,2023-05-31T19:58:49Z
AAPL,177.325,179.35001,176.75999,177.58,177.59,200,177.58,300,57518843,2023-05-31T19:58:59Z
AAPL,177.325,179.35001,176.75999,177.49,177.49,1600,177.48,2400,57773769,2023-05-31T19:59:09Z
AAPL,177.325,179.35001,176.75999,177.42,177.43,500,177.42,400,58006449,2023-05-31T19:59:19Z
AAPL,177.325,179.35001,176.75999,177.41,177.42,400,177.41,200,58250500,2023-05-31T19:59:29Z
AAPL,177.325,179.35001,176.75999,177.495,177.5,600,177.49,300,58555651,2023-05-31T19:59:39Z
AAPL,177.325,179.35001,176.75999,177.335,177.33,100,177.32,300,59178233,2023-05-31T19:59:49Z
AAPL,177.325,179.35001,176.75999,177.44,177.44,1700,177.43,23400,60003072,2023-05-31T19:59:59Z
AAPL,177.325,179.35001,176.75999,177.34,177.34,100,177.31,100,89936381,2023-05-31T20:00:10Z
AAPL,177.325,179.35001,176.75999,177.23,177.24,300,177.21,300,91224771,2023-05-31T20:00:18Z
AAPL,177.325,179.35001,176.75999,177.25,177.39,100,177.31,300,92308998,2023-05-31T20:00:28Z
AAPL,177.325,179.35001,176.75999,177.3,177.31,800,177.3,300,92339271,2023-05-31T20:00:39Z
AAPL,177.325,179.35001,176.75999,177.3,177.3,300,177.3,300,92351465,2023-05-31T20:00:49Z
AAPL,177.325,179.35001,176.75999,177.3,177.31,1500,177.3,300,92355818,2023-05-31T20:00:58Z
AAPL,177.325,179.35001,176.75999,177.3,177.31,200,177.27,300,92382559,2023-05-31T20:01:08Z
AAPL,177.325,179.35001,176.75999,177.31,177.31,2900,177.3,2000,92400147,2023-05-31T20:01:18Z
AAPL,177.325,179.35001,176.75999,177.3,177.3,600,177.27,100,92708934,2023-05-31T20:01:27Z
AAPL,177.325,179.35001,176.75999,177.31,177.34,200,177.27,200,92841821,2023-05-31T20:01:36Z
AAPL,177.325,179.35001,176.75999,177.47,177.47,200,177.41,100,92843956,2023-05-31T20:01:48Z
AAPL,177.325,179.35001,176.75999,177.35,177.4,300,177.34,300,93097504,2023-05-31T20:01:57Z
AAPL,177.325,179.35001,176.75999,177.35,177.35,100,177.34,100,93097552,2023-05-31T20:01:57Z
AAPL,177.325,179.35001,176.75999,177.31,177.3,400,177.27,300,93100450,2023-05-31T20:02:13Z
AAPL,177.325,179.35001,176.75999,177.25,177.24,300,177.21,100,93131459,2023-05-31T20:02:28Z
AAPL,177.325,179.35001,176.75999,177.24,177.25,300,177.22,300,93132152,2023-05-31T20:02:35Z
AAPL,177.325,179.35001,176.75999,177.2,177.2,200,177.14,100,93134030,2023-05-31T20:02:43Z
AAPL,177.325,179.35001,176.75999,177.25,177.2,100,177.15,200,93139795,2023-05-31T20:02:58Z
AAPL,177.325,179.35001,176.75999,177.25,177.25,200,177.22,200,93140688,2023-05-31T20:03:07Z
AAPL,177.325,179.35001,176.75999,177.14,177.16,200,177.12,200,93144591,2023-05-31T20:03:18Z
AAPL,177.325,179.35001,176.75999,177.17,177.17,200,177.12,200,93144844,2023-05-31T20:03:24Z
AAPL,177.325,179.35001,176.75999,177.17,177.22,1900,177.12,200,93147872,2023-05-31T20:03:38Z
AAPL,177.325,179.35001,176.75999,177.25,177.22,1900,177.15,300,93192039,2023-05-31T20:03:47Z
