Symbol,Last,Ask,AskSize,Bid,BidSize,Volume,TradeTime
MSFT,332.4556,332.47,,,,9780762,2023-05-30T14:35:03Z
MSFT,332.44,332.45,,332.43,100,9781730,2023-05-30T14:35:04Z
MSFT,332.45,,100,,,9782511,2023-05-30T14:35:05Z
MSFT,332.48,332.55,200,332.49,,9785699,2023-05-30T14:35:06Z
MSFT,332.52,332.52,,,200,9786611,2023-05-30T14:35:07Z
MSFT,332.445,332.46,,332.43,100,9787792,2023-05-30T14:35:08Z
MSFT,332.45,,,,200,9788192,2023-05-30T14:35:09Z
MSFT,,332.5,100,332.47,100,9789099,2023-05-30T14:35:10Z
MSFT,332.485,332.49,200,,,9789713,2023-05-30T14:35:11Z
MSFT,332.4794,332.46,,332.43,,9790844,2023-05-30T14:35:13Z
MSFT,332.42,,100,,,9791979,2023-05-30T14:35:14Z
MSFT,332.465,332.47,200,332.42,200,9792122,2023-05-30T14:35:15Z
MSFT,,332.45,100,,100,9792213,
MSFT,332.44,,,,,9793092,2023-05-30T14:35:17Z
MSFT,332.42,332.47,300,332.44,,9794086,2023-05-30T14:35:18Z
MSFT,332.46,,,332.45,,9794612,2023-05-30T14:35:19Z
MSFT,332.42,332.42,200,332.41,,9797557,2023-05-30T14:35:20Z
MSFT,332.43,,100,332.4,,9798204,2023-05-30T14:35:21Z
MSFT,332.38,332.37,,332.34,,9801023,2023-05-30T14:35:22Z
MSFT,332.355,332.36,,,,9801358,
MSFT,332.36,,,,,9801629,2023-05-30T14:35:24Z
MSFT,332.35,332.37,,,300,9802215,2023-05-30T14:35:25Z
MSFT,332.3485,,,,400,9802901,2023-05-30T14:35:26Z
MSFT,332.48,332.47,,332.46,100,9807965,2023-05-30T14:35:27Z
